Id,Year,Kilometers_Driven,Mileage,Engine,Power,Seats,Price,Fuel_Type_CNG,Fuel_Type_Diesel,Fuel_Type_Electric,Fuel_Type_LPG,Fuel_Type_Petrol,Owner_Type_First,Owner_Type_Fourth & Above,Owner_Type_Second,Owner_Type_Third,Mileage_Type_km/kg,Mileage_Type_kmpl,Transmission_Automatic,Transmission_Manual
989,2011,106976,13.5,2400.0,215.0,5.0,13.8,0,1,0,0,0,1,0,0,0,0,1,1,0
990,2016,27210,27.3,1498.0,98.6,5.0,5.85,0,1,0,0,0,1,0,0,0,0,1,0,1
991,2017,26322,28.09,1248.0,88.5,5.0,8.9,0,1,0,0,0,1,0,0,0,0,1,0,1
992,2016,9107,20.4,1197.0,81.8,5.0,5.15,0,0,0,0,1,1,0,0,0,0,1,0,1
993,2015,63983,19.27,2143.0,170.0,5.0,16.56,0,1,0,0,0,1,0,0,0,0,1,1,0
994,2010,134000,18.9,1061.0,67.0,5.0,1.65,0,0,0,0,1,0,0,1,0,0,1,0,1
995,2015,11000,15.5,1595.0,120.7,5.0,16.0,0,0,0,0,1,1,0,0,0,0,1,1,0
996,2008,93000,0.0,1086.0,62.0,5.0,1.45,0,0,0,0,1,1,0,0,0,0,1,0,1
997,2017,24852,26.59,1248.0,74.0,5.0,8.08,0,1,0,0,0,1,0,0,0,0,1,1,0
998,2014,37632,18.9,1197.0,82.0,5.0,4.5,0,0,0,0,1,1,0,0,0,0,1,1,0
999,2013,55000,16.95,1498.0,97.7,5.0,4.3,0,0,0,0,1,0,0,1,0,0,1,0,1
1000,2010,81448,19.0,998.0,66.1,5.0,2.6,0,0,0,0,1,1,0,0,0,0,1,0,1
1001,2018,1900,25.17,799.0,53.3,5.0,4.45,0,0,0,0,1,1,0,0,0,0,1,0,1
1002,2012,54957,17.1,1591.0,121.4,5.0,5.37,0,0,0,0,1,1,0,0,0,0,1,1,0
1003,2008,55000,18.9,1061.0,67.0,5.0,1.75,0,0,0,0,1,0,0,1,0,0,1,0,1
1004,2013,21983,18.88,1995.0,184.0,5.0,16.5,0,1,0,0,0,1,0,0,0,0,1,1,0
1005,2013,76000,18.48,1995.0,177.0,5.0,19.0,0,1,0,0,0,1,0,0,0,0,1,1,0
1006,2016,65000,25.0,1396.0,69.01,5.0,2.8,0,1,0,0,0,1,0,0,0,0,1,0,1
1007,2015,26000,22.54,1396.0,88.73,5.0,6.2,0,1,0,0,0,1,0,0,0,0,1,0,1
1008,2019,11571,16.8,796.0,34.2,8.0,3.8,0,0,0,0,1,1,0,0,0,0,1,0,1
1009,2014,81000,25.2,1248.0,74.0,5.0,6.1,0,1,0,0,0,1,0,0,0,0,1,0,1
1010,2019,23154,23.0,1498.0,98.96,5.0,11.65,0,1,0,0,0,1,0,0,0,0,1,0,1
1011,2014,26856,16.5,1198.0,86.8,5.0,4.15,0,0,0,0,1,1,0,0,0,0,1,1,0
1012,2017,67489,13.68,2393.0,147.8,7.0,16.5,0,1,0,0,0,1,0,0,0,0,1,0,1
1013,2008,176000,10.5,2179.0,120.0,8.0,4.3,0,1,0,0,0,0,0,1,0,0,1,0,1
1014,2010,18000,18.5,1197.0,80.0,5.0,2.25,0,0,0,0,1,1,0,0,0,0,1,0,1
1015,2014,63003,22.32,1582.0,126.32,5.0,6.75,0,1,0,0,0,1,0,0,0,0,1,0,1
1016,2014,80000,15.1,2179.0,140.0,7.0,9.4,0,1,0,0,0,1,0,0,0,0,1,0,1
1017,2014,56658,20.64,1498.0,108.5,5.0,5.39,0,1,0,0,0,1,0,0,0,0,1,0,1
1018,2019,18592,26.59,1248.0,74.0,5.0,8.51,0,1,0,0,0,1,0,0,0,0,1,0,1
1019,2010,75695,13.7,1368.0,88.8,5.0,1.85,0,0,0,0,1,1,0,0,0,0,1,0,1
1020,2012,82000,22.9,1248.0,74.0,5.0,2.5,0,1,0,0,0,0,0,1,0,0,1,0,1
1021,2013,60000,22.07,1199.0,73.9,5.0,4.75,0,1,0,0,0,1,0,0,0,0,1,0,1
1022,2009,138000,17.0,1497.0,118.0,5.0,3.5,0,0,0,0,1,0,0,1,0,0,1,0,1
1023,2014,67000,23.0,1396.0,90.0,5.0,5.5,0,1,0,0,0,1,0,0,0,0,1,0,1
1024,2012,42750,17.0,1497.0,118.0,5.0,6.33,0,0,0,0,1,1,0,0,0,0,1,0,1
1025,2014,52398,25.44,936.0,57.6,5.0,2.47,0,1,0,0,0,1,0,0,0,0,1,0,1
1026,2014,36657,16.2,995.0,62.1,5.0,3.3,0,0,0,0,1,1,0,0,0,0,1,0,1
1027,2011,77000,11.57,2179.0,138.1,7.0,3.5,0,1,0,0,0,0,0,1,0,0,1,0,1
1028,2014,85000,11.3,2987.0,254.8,7.0,38.75,0,1,0,0,0,1,0,0,0,0,1,1,0
1029,2008,112500,11.5,2993.0,235.0,5.0,7.99,0,1,0,0,0,1,0,0,0,0,1,1,0
1030,2013,105072,14.24,2755.0,174.5,7.0,13.28,0,1,0,0,0,1,0,0,0,0,1,0,1
1031,2012,80000,11.25,1995.0,150.0,5.0,9.5,0,0,0,0,1,1,0,0,0,0,1,1,0
1032,2019,3102,20.37,1461.0,108.45,5.0,14.01,0,1,0,0,0,1,0,0,0,0,1,0,1
1033,2016,14656,24.4,1120.0,71.0,5.0,6.99,0,1,0,0,0,1,0,0,0,0,1,0,1
1034,2010,105000,13.2,1995.0,170.0,5.0,11.0,0,1,0,0,0,0,0,1,0,0,1,1,0
1035,2008,61000,10.8,2497.0,215.0,5.0,11.0,0,0,0,0,1,0,0,1,0,0,1,1,0
1036,2010,85046,18.06,1198.0,75.0,5.0,2.3,0,0,0,0,1,0,0,1,0,0,1,0,1
1037,2014,48000,16.36,2179.0,187.7,5.0,26.5,0,1,0,0,0,1,0,0,0,0,1,1,0
1038,2011,55000,10.2,4367.0,308.0,7.0,67.0,0,1,0,0,0,1,0,0,0,0,1,1,0
1039,2017,4000,16.0,1368.0,160.0,5.0,17.75,0,0,0,0,1,1,0,0,0,0,1,1,0
1040,2010,94000,10.1,2354.0,152.0,5.0,4.8,0,0,0,0,1,0,0,1,0,0,1,1,0
1041,2013,61110,18.6,1197.0,85.8,5.0,4.57,0,0,0,0,1,1,0,0,0,0,1,0,1
1042,2016,80000,24.4,1120.0,71.0,5.0,3.5,0,1,0,0,0,1,0,0,0,0,1,0,1
1043,2015,43190,19.01,1461.0,108.5,5.0,7.61,0,1,0,0,0,1,0,0,0,0,1,0,1
1044,2015,45000,18.25,1968.0,187.74,5.0,25.0,0,1,0,0,0,1,0,0,0,0,1,1,0
1045,2016,44178,18.9,1197.0,82.0,5.0,5.88,0,0,0,0,1,1,0,0,0,0,1,0,1
1046,2015,84415,12.99,2494.0,100.6,8.0,13.5,0,1,0,0,0,1,0,0,0,0,1,0,1
1047,2015,35000,18.5,1197.0,80.0,5.0,4.6,0,0,0,0,1,1,0,0,0,0,1,0,1
1048,2013,44000,22.77,1498.0,98.59,5.0,4.9,0,1,0,0,0,1,0,0,0,0,1,0,1
1049,2012,67635,17.0,1497.0,118.0,5.0,5.25,0,0,0,0,1,1,0,0,0,0,1,0,1
1050,2018,18385,14.8,1497.0,121.36,5.0,12.41,0,0,0,0,1,1,0,0,0,0,1,1,0
1051,2014,35000,22.07,1199.0,73.9,5.0,3.8,0,1,0,0,0,1,0,0,0,0,1,0,1
1052,2010,49000,19.27,2143.0,170.0,5.0,8.95,0,1,0,0,0,1,0,0,0,0,1,1,0
1053,2013,69000,22.7,1498.0,89.84,5.0,7.2,0,1,0,0,0,1,0,0,0,0,1,0,1
1054,2017,23228,14.4,1396.0,65.0,5.0,4.5,0,0,0,0,1,1,0,0,0,0,1,0,1
1055,2014,68462,26.59,1248.0,74.0,5.0,4.15,0,1,0,0,0,1,0,0,0,0,1,0,1
1056,2016,74611,25.1,1248.0,88.5,5.0,7.94,0,1,0,0,0,1,0,0,0,0,1,0,1
1057,2014,90000,19.01,1461.0,108.45,5.0,7.25,0,1,0,0,0,1,0,0,0,0,1,0,1
1058,2016,22000,18.9,998.0,67.1,5.0,3.7,0,0,0,0,1,1,0,0,0,0,1,0,1
1059,2010,58163,0.0,1086.0,62.0,5.0,2.45,0,0,0,0,1,1,0,0,0,0,1,0,1
1060,2011,109500,25.44,936.0,57.6,5.0,1.5,0,1,0,0,0,0,0,0,1,0,1,0,1
1061,2017,13363,16.0,1997.0,140.0,7.0,12.0,0,1,0,0,0,1,0,0,0,0,1,0,1
1062,2012,51000,19.81,1086.0,68.05,5.0,2.2,0,0,0,0,1,0,0,1,0,0,1,0,1
1063,2007,103000,13.93,2179.0,138.0,7.0,3.6,0,1,0,0,0,1,0,0,0,0,1,0,1
1064,2009,43002,20.36,1197.0,78.9,5.0,1.92,0,0,0,0,1,1,0,0,0,0,1,0,1
1065,2016,108000,11.36,2755.0,171.5,7.0,20.5,0,1,0,0,0,1,0,0,0,0,1,1,0
1066,2010,82407,17.5,1896.0,106.0,5.0,4.25,0,1,0,0,0,1,0,0,0,0,1,0,1
1067,2013,29000,18.9,1197.0,82.0,5.0,3.2,0,0,0,0,1,1,0,0,0,0,1,0,1
1069,2014,45000,23.4,1248.0,74.0,5.0,3.85,0,1,0,0,0,1,0,0,0,0,1,0,1
1070,2010,93401,23.0,1396.0,90.0,5.0,3.48,0,1,0,0,0,1,0,0,0,0,1,0,1
1071,2017,95802,25.83,1498.0,99.0,5.0,4.55,0,1,0,0,0,0,0,1,0,0,1,0,1
1072,2016,130000,25.47,1248.0,88.5,7.0,7.0,0,1,0,0,0,1,0,0,0,0,1,0,1
1073,2013,67443,20.77,1248.0,88.8,7.0,5.75,0,1,0,0,0,1,0,0,0,0,1,0,1
1074,2016,47681,16.8,1497.0,116.3,5.0,8.73,0,0,0,0,1,1,0,0,0,0,1,1,0
1075,2009,35000,19.7,796.0,46.3,5.0,1.7,0,0,0,0,1,1,0,0,0,0,1,0,1
1076,2016,68000,10.91,3198.0,197.0,7.0,29.5,0,1,0,0,0,1,0,0,0,0,1,1,0
1077,2019,34688,24.3,1248.0,88.5,5.0,10.49,0,1,0,0,0,1,0,0,0,0,1,0,1
1078,2015,10512,8.6,2706.0,265.0,2.0,64.0,0,0,0,0,1,1,0,0,0,0,1,1,0
1079,2016,58000,22.9,1248.0,74.0,5.0,7.55,0,1,0,0,0,1,0,0,0,0,1,0,1
1080,2014,40000,17.57,1193.0,88.7,5.0,3.95,0,0,0,0,1,1,0,0,0,0,1,0,1
1081,2010,61000,17.0,1197.0,80.0,5.0,3.25,0,0,0,0,1,0,1,0,0,0,1,0,1
1082,2009,86000,19.4,1422.0,70.0,5.0,2.75,0,1,0,0,0,1,0,0,0,0,1,0,1
1083,2015,45000,21.43,1364.0,87.2,5.0,7.35,0,1,0,0,0,1,0,0,0,0,1,0,1
1084,2017,55000,17.0,1198.0,73.75,5.0,4.7,0,0,0,0,1,1,0,0,0,0,1,0,1
1085,2016,36855,15.29,1591.0,121.3,5.0,8.77,0,0,0,0,1,0,0,1,0,0,1,0,1
1086,2013,46821,20.36,1197.0,78.9,5.0,3.42,0,0,0,0,1,1,0,0,0,0,1,0,1
1087,2015,120000,18.6,1199.0,76.8,5.0,2.5,0,0,0,0,1,1,0,0,0,0,1,0,1
1088,2012,29000,14.74,2993.0,270.9,5.0,20.0,0,1,0,0,0,1,0,0,0,0,1,1,0
1089,2014,40000,13.24,1598.0,102.5,5.0,5.25,0,0,0,0,1,1,0,0,0,0,1,0,1
1090,2013,60000,15.73,1968.0,174.33,5.0,14.5,0,1,0,0,0,0,0,1,0,0,1,1,0
1091,2011,64984,16.95,1197.0,78.9,5.0,3.45,0,0,0,0,1,1,0,0,0,0,1,1,0
1092,2015,73204,24.07,998.0,67.1,5.0,3.3,0,0,0,0,1,1,0,0,0,0,1,1,0
1093,2014,50000,11.33,4134.0,335.2,7.0,51.0,0,1,0,0,0,1,0,0,0,0,1,1,0
1094,2017,35000,24.3,1248.0,88.5,5.0,6.5,0,1,0,0,0,1,0,0,0,0,1,0,1
1095,2013,17729,21.1,814.0,55.2,5.0,3.65,0,0,0,0,1,1,0,0,0,0,1,0,1
1096,2012,97000,20.0,1497.0,115.0,5.0,7.25,0,1,0,0,0,1,0,0,0,0,1,0,1
1097,2014,89614,22.0,1582.0,126.2,5.0,6.01,0,1,0,0,0,1,0,0,0,0,1,0,1
1098,2015,14000,18.9,998.0,67.1,5.0,2.8,0,0,0,0,1,1,0,0,0,0,1,0,1
1099,2012,50000,17.0,1197.0,80.0,5.0,4.0,0,0,0,0,1,1,0,0,0,0,1,0,1
1100,2014,62505,17.4,1497.0,117.3,5.0,5.95,0,0,0,0,1,1,0,0,0,0,1,0,1
1101,2011,248000,12.8,2494.0,102.0,7.0,9.2,0,1,0,0,0,0,0,1,0,0,1,0,1
1102,2012,94900,16.8,1493.0,110.0,5.0,5.35,0,1,0,0,0,1,0,0,0,0,1,0,1
1103,2017,55000,17.6,2179.0,153.86,7.0,12.0,0,1,0,0,0,1,0,0,0,0,1,0,1
1104,2015,53735,12.07,2967.0,241.4,7.0,38.94,0,1,0,0,0,0,0,1,0,0,1,1,0
1105,2008,53934,18.9,998.0,67.1,5.0,2.69,0,0,0,0,1,0,0,1,0,0,1,0,1
1106,2013,58500,17.09,1995.0,218.0,5.0,27.5,0,1,0,0,0,0,0,1,0,0,1,1,0
1107,2014,48000,18.0,1198.0,86.7,5.0,2.75,0,0,0,0,1,1,0,0,0,0,1,0,1
1108,2016,24000,24.7,796.0,47.3,5.0,2.8,0,0,0,0,1,1,0,0,0,0,1,0,1
1109,2016,52001,17.01,1591.0,121.3,5.0,6.45,0,0,0,0,1,1,0,0,0,0,1,0,1
1110,2018,9565,23.84,1199.0,84.0,5.0,5.88,0,0,0,0,1,1,0,0,0,0,1,0,1
1111,2013,32953,18.6,1197.0,85.8,5.0,4.65,0,0,0,0,1,1,0,0,0,0,1,0,1
1112,2014,18000,21.1,814.0,55.2,5.0,2.5,0,0,0,0,1,1,0,0,0,0,1,0,1
1113,2018,20446,12.6,1950.0,191.34,5.0,51.35,0,0,0,0,1,1,0,0,0,0,1,1,0
1114,2016,33016,22.54,1396.0,88.73,5.0,6.85,0,1,0,0,0,1,0,0,0,0,1,0,1
1115,2012,48000,23.59,1364.0,67.05,5.0,5.25,0,1,0,0,0,1,0,0,0,0,1,0,1
1116,2014,72022,21.43,1364.0,87.2,5.0,9.23,0,1,0,0,0,1,0,0,0,0,1,0,1
1117,2014,34000,20.7,1496.0,113.98,5.0,22.0,0,1,0,0,0,1,0,0,0,0,1,1,0
1118,2014,69000,20.14,1498.0,88.8,5.0,5.19,0,1,0,0,0,1,0,0,0,0,1,0,1
1119,2009,108000,13.7,1798.0,157.75,5.0,4.35,0,0,0,0,1,1,0,0,0,0,1,1,0
1120,2013,34700,10.0,2148.0,170.0,5.0,24.5,0,1,0,0,0,1,0,0,0,0,1,1,0
1121,2015,79000,17.8,1248.0,75.0,5.0,5.75,0,1,0,0,0,1,0,0,0,0,1,0,1
1122,2016,58197,18.0,1497.0,117.3,5.0,9.19,0,0,0,0,1,1,0,0,0,0,1,1,0
1123,2008,66000,8.45,2979.0,321.0,5.0,10.75,0,0,0,0,1,0,0,1,0,0,1,1,0
1124,2009,60000,19.2,1197.0,80.0,5.0,2.99,0,0,0,0,1,1,0,0,0,0,1,1,0
1125,2014,57000,26.59,1248.0,74.0,5.0,3.89,0,1,0,0,0,1,0,0,0,0,1,0,1
1126,2018,45555,26.0,1498.0,98.6,5.0,11.73,0,1,0,0,0,1,0,0,0,0,1,0,1
1127,2016,55137,14.0,796.0,35.0,5.0,3.11,0,0,0,0,1,1,0,0,0,0,1,0,1
1128,2014,93325,17.2,1968.0,138.1,5.0,14.45,0,1,0,0,0,0,0,1,0,0,1,0,1
1129,2018,38000,24.52,1248.0,88.5,7.0,8.7,0,1,0,0,0,1,0,0,0,0,1,0,1
1130,2016,57738,24.0,1120.0,70.0,5.0,5.04,0,1,0,0,0,1,0,0,0,0,1,0,1
1131,2017,38282,28.09,1248.0,88.5,5.0,8.5,0,1,0,0,0,1,0,0,0,0,1,0,1
1132,2014,64000,19.27,2143.0,170.0,5.0,15.65,0,1,0,0,0,1,0,0,0,0,1,1,0
1133,2015,32000,20.5,1248.0,91.72,5.0,5.65,0,1,0,0,0,1,0,0,0,0,1,0,1
1134,2010,83000,10.93,2497.0,204.0,5.0,16.5,0,0,0,0,1,1,0,0,0,0,1,1,0
1135,2011,76000,26.3,998.0,67.1,5.0,2.0,1,0,0,0,0,1,0,0,0,1,0,0,1
1136,2012,67200,15.04,1598.0,103.6,5.0,3.9,0,0,0,0,1,1,0,0,0,0,1,0,1
1137,2013,62655,18.88,1995.0,184.0,5.0,14.5,0,1,0,0,0,1,0,0,0,0,1,1,0
1138,2015,16900,14.69,2993.0,258.0,5.0,44.0,0,1,0,0,0,1,0,0,0,0,1,1,0
1139,2017,8471,18.9,1197.0,81.86,5.0,5.0,0,0,0,0,1,1,0,0,0,0,1,0,1
1140,2016,69000,11.36,2755.0,171.5,7.0,19.75,0,1,0,0,0,1,0,0,0,0,1,1,0
1141,2017,30090,19.6,1461.0,108.45,5.0,11.44,0,1,0,0,0,1,0,0,0,0,1,1,0
1142,2011,120000,18.0,1248.0,75.0,5.0,1.75,0,1,0,0,0,1,0,0,0,0,1,0,1
1144,2016,35939,12.3,1796.0,185.0,5.0,30.42,0,0,0,0,1,1,0,0,0,0,1,0,1
1145,2013,116694,15.1,2179.0,140.0,7.0,9.57,0,1,0,0,0,1,0,0,0,0,1,0,1
1146,2016,40448,15.96,2523.0,62.1,7.0,3.5,0,1,0,0,0,1,0,0,0,0,1,0,1
1147,2018,64456,24.3,1248.0,88.5,5.0,10.46,0,1,0,0,0,1,0,0,0,0,1,0,1
1148,2014,52782,20.5,1248.0,91.72,5.0,4.85,0,1,0,0,0,1,0,0,0,0,1,0,1
1149,2016,51672,19.5,1199.0,88.76,5.0,5.68,0,0,0,0,1,1,0,0,0,0,1,0,1
1150,2015,56073,13.7,1798.0,157.75,5.0,13.25,0,0,0,0,1,1,0,0,0,0,1,1,0
1151,2011,65000,14.74,2993.0,270.9,5.0,16.0,0,1,0,0,0,1,0,0,0,0,1,1,0
1152,2013,79000,18.9,998.0,67.1,5.0,3.0,0,0,0,0,1,1,0,0,0,0,1,0,1
1154,2010,70200,14.53,1798.0,138.1,5.0,5.0,0,0,0,0,1,1,0,0,0,0,1,1,0
1155,2016,42000,16.1,1197.0,85.0,5.0,4.75,0,0,0,0,1,1,0,0,0,0,1,0,1
1156,2014,62000,16.47,1198.0,74.0,5.0,5.35,0,0,0,0,1,1,0,0,0,0,1,0,1
1157,2017,20000,18.9,1197.0,81.86,5.0,5.98,0,0,0,0,1,1,0,0,0,0,1,0,1
1158,2011,80000,21.5,1248.0,88.8,5.0,3.5,0,1,0,0,0,0,0,0,1,0,1,0,1
1159,2018,50234,18.9,1197.0,81.86,5.0,4.77,0,0,0,0,1,1,0,0,0,0,1,0,1
1160,2016,50003,21.4,1197.0,83.1,5.0,5.45,0,0,0,0,1,1,0,0,0,0,1,0,1
1161,2018,1000,20.3,1199.0,84.0,5.0,6.85,0,0,0,0,1,1,0,0,0,0,1,1,0
1162,2016,54897,26.59,1248.0,74.0,5.0,7.3,0,1,0,0,0,1,0,0,0,0,1,1,0
1163,2007,108995,15.3,1193.0,65.3,5.0,1.25,0,0,0,0,1,1,0,0,0,0,1,0,1
1164,2015,73000,22.7,1598.0,118.0,5.0,8.25,0,1,0,0,0,1,0,0,0,0,1,0,1
1165,2008,65000,16.1,1298.0,88.2,5.0,2.71,0,0,0,0,1,1,0,0,0,0,1,0,1
1166,2016,32000,19.1,1197.0,82.0,5.0,3.6,0,0,0,0,1,1,0,0,0,0,1,0,1
1167,2010,65000,18.5,1197.0,80.0,5.0,3.0,0,0,0,0,1,1,0,0,0,0,1,0,1
1168,2016,21600,23.1,998.0,67.04,5.0,4.65,0,0,0,0,1,1,0,0,0,0,1,1,0
1169,2010,39000,14.84,2143.0,170.0,5.0,9.5,0,1,0,0,0,1,0,0,0,0,1,1,0
1170,2011,58075,17.5,1298.0,85.8,5.0,2.95,0,0,0,0,1,1,0,0,0,0,1,0,1
1171,2011,58000,15.04,1598.0,103.6,5.0,3.0,0,0,0,0,1,1,0,0,0,0,1,0,1
1172,2015,58000,25.2,1248.0,74.0,5.0,5.95,0,1,0,0,0,1,0,0,0,0,1,0,1
1173,2008,89000,14.53,1798.0,138.1,5.0,4.0,0,0,0,0,1,1,0,0,0,0,1,1,0
1174,2008,72000,13.5,1799.0,130.0,5.0,2.5,0,0,0,0,1,1,0,0,0,0,1,0,1
1175,2017,1800,16.05,1499.0,110.4,5.0,11.37,0,0,0,0,1,1,0,0,0,0,1,1,0
1176,2010,172050,19.0,1248.0,93.0,5.0,2.25,0,1,0,0,0,0,0,1,0,0,1,0,1
1177,2013,46230,19.81,1086.0,68.05,5.0,3.1,0,0,0,0,1,1,0,0,0,0,1,0,1
1178,2014,86925,11.2,2400.0,215.0,5.0,17.18,0,1,0,0,0,1,0,0,0,0,1,1,0
1179,2018,5000,18.6,1197.0,81.83,5.0,6.5,0,0,0,0,1,1,0,0,0,0,1,0,1
1180,2014,66000,26.0,1498.0,98.6,5.0,5.7,0,1,0,0,0,1,0,0,0,0,1,0,1
1181,2013,119000,12.99,2494.0,100.0,8.0,8.0,0,1,0,0,0,1,0,0,0,0,1,0,1
1182,2016,45000,25.17,799.0,53.3,5.0,2.6,0,0,0,0,1,1,0,0,0,0,1,0,1
1183,2009,66149,19.0,998.0,66.1,5.0,2.45,0,0,0,0,1,1,0,0,0,0,1,0,1
1184,2014,42070,14.8,1595.0,120.7,5.0,11.57,0,0,0,0,1,1,0,0,0,0,1,1,0
1185,2012,35503,18.9,998.0,67.1,5.0,2.3,0,0,0,0,1,1,0,0,0,0,1,0,1
1186,2016,41460,25.2,1248.0,74.0,5.0,5.9,0,1,0,0,0,1,0,0,0,0,1,0,1
1187,2015,40600,17.0,1591.0,121.3,5.0,7.2,0,0,0,0,1,1,0,0,0,0,1,1,0
1188,2013,87000,22.0,1582.0,126.2,5.0,5.9,0,1,0,0,0,1,0,0,0,0,1,1,0
1189,2014,30000,16.8,1497.0,116.3,5.0,6.0,0,0,0,0,1,0,0,1,0,0,1,0,1
1190,2010,27089,16.0,1086.0,66.7,5.0,1.95,0,0,0,0,1,1,0,0,0,0,1,0,1
1191,2016,53702,23.59,1364.0,67.04,5.0,6.55,0,1,0,0,0,1,0,0,0,0,1,0,1
1192,2015,51000,27.03,1969.0,190.0,5.0,25.0,0,1,0,0,0,1,0,0,0,0,1,1,0
1193,2012,36542,20.0,1399.0,68.05,5.0,2.65,0,1,0,0,0,1,0,0,0,0,1,0,1
1194,2017,15000,13.0,2987.0,265.0,5.0,69.5,0,1,0,0,0,1,0,0,0,0,1,1,0
1195,2012,65000,22.69,1995.0,190.0,5.0,14.0,0,1,0,0,0,1,0,0,0,0,1,1,0
1196,2014,32000,22.74,796.0,47.3,5.0,2.1,0,0,0,0,1,0,0,1,0,0,1,0,1
1197,2017,24393,13.68,2393.0,147.8,7.0,20.4,0,1,0,0,0,1,0,0,0,0,1,0,1
1198,2019,1000,18.78,999.0,75.0,5.0,5.68,0,0,0,0,1,1,0,0,0,0,1,0,1
1199,2014,28238,13.24,1598.0,102.5,5.0,5.55,0,0,0,0,1,1,0,0,0,0,1,0,1
1200,2013,59000,13.5,2477.0,175.56,7.0,12.75,0,1,0,0,0,1,0,0,0,0,1,0,1
1201,2012,92000,14.8,1799.0,130.2,5.0,3.35,0,0,0,0,1,0,0,1,0,0,1,0,1
1202,2013,56840,22.74,796.0,47.3,5.0,1.55,0,0,0,0,1,1,0,0,0,0,1,0,1
1203,2013,62746,20.54,1598.0,103.6,5.0,5.9,0,1,0,0,0,0,0,1,0,0,1,0,1
1204,2012,96000,12.35,2179.0,187.74,5.0,18.98,0,1,0,0,0,1,0,0,0,0,1,1,0
1205,2014,24000,13.7,1997.0,153.86,5.0,11.51,0,0,0,0,1,1,0,0,0,0,1,0,1
1206,2016,54000,20.77,1248.0,88.76,7.0,7.75,0,1,0,0,0,1,0,0,0,0,1,0,1
1207,2016,90000,12.99,2494.0,100.6,7.0,13.9,0,1,0,0,0,1,0,0,0,0,1,0,1
1208,2010,40000,15.0,1368.0,90.0,5.0,1.35,0,0,0,0,1,1,0,0,0,0,1,0,1
1209,2015,65938,12.07,2967.0,241.4,7.0,38.0,0,1,0,0,0,0,0,1,0,0,1,1,0
1210,2017,16100,17.1,1591.0,121.4,5.0,11.6,0,0,0,0,1,1,0,0,0,0,1,1,0
1211,2017,3600,21.5,1498.0,108.5,5.0,12.25,0,1,0,0,0,1,0,0,0,0,1,1,0
1212,2011,52000,17.0,1497.0,118.0,5.0,3.8,0,0,0,0,1,1,0,0,0,0,1,0,1
1213,2014,54000,20.0,1399.0,68.05,5.0,3.25,0,1,0,0,0,1,0,0,0,0,1,0,1
1214,2016,15399,18.7,1199.0,88.7,5.0,6.4,0,0,0,0,1,1,0,0,0,0,1,0,1
1215,2012,75000,16.47,1198.0,73.9,5.0,3.95,0,0,0,0,1,0,0,1,0,0,1,0,1
1216,2010,76752,17.4,1497.0,117.3,5.0,3.57,0,0,0,0,1,1,0,0,0,0,1,0,1
1217,2005,56000,17.7,1497.0,78.0,5.0,1.25,0,0,0,0,1,0,0,1,0,0,1,0,1
1218,2015,70000,26.2,998.0,58.2,5.0,3.65,1,0,0,0,0,1,0,0,0,1,0,0,1
1219,2013,46125,12.0,2354.0,187.4,5.0,12.5,0,0,0,0,1,0,0,1,0,0,1,1,0
1220,2014,35000,18.12,1995.0,190.0,5.0,23.0,0,1,0,0,0,0,0,1,0,0,1,1,0
1221,2003,80000,12.8,1489.0,35.5,5.0,1.35,0,1,0,0,0,0,0,0,1,0,1,0,1
1222,2012,62729,12.05,2179.0,120.0,8.0,6.32,0,1,0,0,0,1,0,0,0,0,1,0,1
1223,2012,34000,20.54,1598.0,103.6,5.0,3.4,0,1,0,0,0,1,0,0,0,0,1,0,1
1224,1999,70000,17.3,993.0,60.0,5.0,0.77,0,0,0,0,1,0,0,1,0,0,1,0,1
1225,2009,32000,16.1,796.0,37.0,4.0,0.9,0,0,0,0,1,1,0,0,0,0,1,0,1
1226,2017,21000,14.28,1798.0,138.03,5.0,18.0,0,0,0,0,1,1,0,0,0,0,1,1,0
1227,2013,49000,14.59,1997.0,245.0,5.0,19.0,0,0,0,0,1,1,0,0,0,0,1,1,0
1228,2007,40000,13.8,1299.0,70.0,5.0,1.1,0,0,0,0,1,0,0,0,1,0,1,0,1
1229,2012,78000,18.6,1199.0,79.4,5.0,2.0,0,0,0,0,1,0,0,1,0,0,1,0,1
1230,2012,52000,21.43,1364.0,86.79,5.0,6.5,0,1,0,0,0,1,0,0,0,0,1,0,1
1231,2014,65213,16.0,2179.0,140.0,7.0,9.45,0,1,0,0,0,1,0,0,0,0,1,0,1
1232,2016,170000,24.4,1120.0,71.0,5.0,4.0,0,1,0,0,0,1,0,0,0,0,1,0,1
1233,2017,36884,13.0,2143.0,204.0,5.0,32.25,0,1,0,0,0,1,0,0,0,0,1,1,0
1234,2009,62500,20.36,1197.0,78.9,5.0,2.1,0,0,0,0,1,1,0,0,0,0,1,0,1
1235,2015,68000,14.28,1798.0,138.03,5.0,9.75,0,0,0,0,1,0,0,1,0,0,1,1,0
1236,2014,40748,14.53,1798.0,138.0,5.0,6.3,0,0,0,0,1,1,0,0,0,0,1,0,1
1237,2013,60000,17.32,1968.0,184.0,5.0,21.0,0,1,0,0,0,1,0,0,0,0,1,1,0
1238,2014,12400,21.9,1396.0,88.8,5.0,4.65,0,1,0,0,0,1,0,0,0,0,1,0,1
